API Key,depth,2022
Assets,0,26859200000
AssetsCurrent,1,8376300000
CashAndCashEquivalentsAtCarryingValue,3,4468900000
ShortTermInvestments,3,1331900000
AccountsReceivableNetCurrent,4,1451300000
InventoryNet,3,453900000
PrepaidExpenseCurrent,2,119400000
ContractWithCustomerAssetNetCurrent,2,119400000
CapitalizedContractCostNetCurrent,2,125500000
DerivativeAssetsCurrent,3,59800000
OtherAssetsCurrent,2,550900000
AssetsNoncurrent,1,18482900000
OperatingLeaseRightOfUseAsset,2,566200000
IncomeTaxesReceivableNoncurrent,3,75000000
PropertyPlantAndEquipmentNet,2,11964700000
PropertyPlantAndEquipmentGross,3,27488800000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,3,14234200000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,4,1649300000
OtherLongTermInvestments,4,66900000
Goodwill,3,891500000
GoodwillGross,4,1230200000
IntangibleAssetsNetExcludingGoodwill,3,420700000
FiniteLivedIntangibleAssetsNet,4,380400000
FiniteLivedIntangibleAssetsAccumulatedAmortization,5,288900000
FiniteLivedIntangibleAssetsGross,5,669300000
DerivativeAssetsNoncurrent,3,23600000
DeferredIncomeTaxAssetsNet,2,100200000
OtherAssetsNoncurrent,2,1506500000
LiabilitiesAndStockholdersEquity,0,26859200000
Liabilities,1,12771200000
LiabilitiesCurrent,2,2799100000
AccountsPayableAndAccruedLiabilitiesCurrent,3,2218300000
AccountsPayableTradeCurrent,5,736800000
EmployeeRelatedLiabilitiesCurrent,5,221200000
PensionAndOtherPostretirementDefinedBenefitPlansCurrentLiabilities,6,25600000
AccruedIncomeTaxesCurrent,6,93900000
DividendsPayableCurrent,6,332100000
ContractWithCustomerLiabilityCurrent,4,366800000
ShortTermBorrowings,4,2400000
LongTermDebtAndCapitalLeaseObligationsCurrent,4,484500000
DerivativeLiabilitiesCurrent,4,68800000
OtherLiabilitiesCurrent,3,238400000
LiabilitiesNoncurrent,2,9972100000
LongTermDebtAndCapitalLeaseObligations,3,6875700000
TaxCutsAndJobsActOf2017TransitionTaxForAccumulatedForeignEarningsLiabilityNoncurrent,6,157100000
ContractWithCustomerLiabilityNoncurrent,5,58400000
AssetRetirementObligationsNoncurrent,4,258000000
DeferredIncomeTaxLiabilitiesNet,4,1180900000
LiabilityForUncertainTaxPositionsNoncurrent,4,111800000
DefinedBenefitPensionPlanLiabilitiesNoncurrent,6,255300000
OtherPostretirementDefinedBenefitPlanLiabilitiesNoncurrent,6,22100000
AccruedEnvironmentalLossContingenciesNoncurrent,4,68500000
OtherLiabilitiesNoncurrent,4,1640900000
OperatingLeaseLiabilityNoncurrent,4,503400000
DerivativeLiabilitiesNoncurrent,5,52700000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1,11388300000
StockholdersEquity,2,13539700000
CommonStockValue,3,249400000
TreasuryStockValue,3,1987900000
AdditionalPaidInCapitalCommonStock,4,1115800000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,3,-1515900000
RetainedEarningsAccumulatedDeficit,3,15678300000
MinorityInterest,2,548300000
